Data set for transition bands 0.5%..25%, using the "Blackman-Nuttall" window
----------------------------------------------------------------------------

Precise "fo", "hl" and "pwr" values for the specified "transition band" and
"attenuation" values. This data set can be used directly, or used for
obtaining equations (e.g. via the "Eureqa" application).

fo - "-3 dB" frequency offset multiplier
hl - length of half-band filter in samples (taps)
tb - transition band in percent * 0.01
pwr - power factor used in the generateBandPow() function
atten - resulting attenuation at 0.5 normalized frequency
req_atten - atten at modeling time (not important), used for check
atten_3db - resulting attenuation at -3 dB point.

fo	hl	tb	pwr	atten	req_atten	atten_3db
8.8108879686e-001	4.7100677604e+001	1.5083618686e-001	3.5073061567e-001	-45.903046	-46.33838	-3.00863
8.8729396557e-001	5.1448414019e+001	1.4216415853e-001	3.5073061567e-001	-53.883447	-49.83817	-3.00583
8.9714304734e-001	5.5971959183e+001	1.2971185314e-001	3.5073061567e-001	-52.319375	-49.26337	-3.01318
9.0636027898e-001	6.0943027526e+001	1.1825392832e-001	3.5073061567e-001	-47.655788	-48.55560	-3.00938
9.1477230616e-001	6.6420871035e+001	1.0795872446e-001	3.5073061567e-001	-47.136895	-47.38937	-3.00667
9.2115531226e-001	7.2556679445e+001	9.9587852542e-002	3.5073061567e-001	-47.975766	-48.69298	-3.01114
9.2728530637e-001	7.9284732839e+001	9.1692811380e-002	3.5073061567e-001	-51.397740	-49.27712	-3.00973
9.3451185365e-001	8.6538789470e+001	8.2864646601e-002	3.5073061567e-001	-47.331070	-47.51352	-3.00972
9.4010098992e-001	9.4626724118e+001	7.5792620589e-002	3.5073061567e-001	-47.372367	-47.53888	-3.00975
9.4459406361e-001	1.0359428297e+002	6.9935908923e-002	3.5073061567e-001	-50.297965	-48.87546	-3.00980
9.4970566578e-001	1.1334037804e+002	6.3583679507e-002	3.5073061567e-001	-47.905342	-48.03481	-3.01101
9.5390696197e-001	1.2412531183e+002	5.8186517815e-002	3.5073061567e-001	-48.168623	-48.59077	-3.00986
9.5791190707e-001	1.3596699034e+002	5.3153393110e-002	3.5073061567e-001	-49.589865	-48.59790	-3.01152
9.6171525677e-001	1.4897220140e+002	4.8371251258e-002	3.5073061567e-001	-47.946767	-48.31628	-3.00987
9.6492286812e-001	1.6332468430e+002	4.4308240130e-002	3.5073061567e-001	-49.509323	-48.66014	-3.00894
9.6828060189e-001	1.7903415059e+002	4.0137900728e-002	3.5073061567e-001	-47.688337	-47.77627	-3.00888
9.7092585587e-001	1.9640101605e+002	3.6725272845e-002	3.5073061567e-001	-48.111482	-48.38393	-3.00999
9.7345443589e-001	2.1547994372e+002	3.3529827061e-002	3.5073061567e-001	-49.122101	-48.51431	-3.01008
9.7585798510e-001	2.3644413562e+002	3.0499027004e-002	3.5073061567e-001	-48.115226	-48.34199	-3.01003
9.7797394372e-001	2.5952581782e+002	2.7831700748e-002	3.5073061567e-001	-48.946277	-48.44798	-3.00942
9.7998111575e-001	2.8489369011e+002	2.5296670489e-002	3.5073061567e-001	-48.069350	-48.26011	-3.01007
9.8176628892e-001	3.1281322592e+002	2.3045229801e-002	3.5073061567e-001	-48.091722	-48.26304	-3.01053
9.8337131129e-001	3.4353293008e+002	2.1009450510e-002	3.5073061567e-001	-48.745575	-48.38084	-3.01017
9.8488865425e-001	3.7730404256e+002	1.9100814466e-002	3.5073061567e-001	-48.103764	-48.14267	-3.01050
9.8625883939e-001	4.1445784967e+002	1.7371303196e-002	3.5073061567e-001	-48.017720	-48.05325	-3.01019
9.8745865010e-001	4.5534968935e+002	1.5846136955e-002	3.5073061567e-001	-48.615867	-48.34400	-3.01022
9.8859643736e-001	5.0030818425e+002	1.4409607547e-002	3.5073061567e-001	-48.157110	-48.26479	-3.01018
9.8963252612e-001	5.4976282915e+002	1.3103966107e-002	3.5073061567e-001	-48.099448	-48.12638	-3.01018
9.9055708911e-001	6.0417466262e+002	1.1932378910e-002	3.5073061567e-001	-48.168484	-48.25757	-3.01019
9.9140783687e-001	6.6402182850e+002	1.0858283457e-002	3.5073061567e-001	-48.178626	-48.25881	-3.01044
9.9219035365e-001	7.2984794342e+002	9.8718941037e-003	3.5073061567e-001	-48.116837	-48.13764	-3.01043
9.9289654168e-001	8.0226173076e+002	8.9796355695e-003	3.5073061567e-001	-48.106024	-48.12490	-3.01003
9.9353687258e-001	8.8191914360e+002	8.1697455272e-003	3.5073061567e-001	-48.125003	-48.14268	-3.01039
9.9411991226e-001	9.6954209919e+002	7.4323860443e-003	3.5073061567e-001	-48.142547	-48.15884	-3.01037
9.9465233189e-001	1.0659254327e+003	6.7595969358e-003	3.5073061567e-001	-48.134311	-48.14928	-3.01043
9.9513302608e-001	1.1719515968e+003	6.1506158557e-003	3.5073061567e-001	-48.328855	-48.22673	-3.01153
9.9557454936e-001	1.2885750381e+003	5.5932595307e-003	3.5073061567e-001	-48.165372	-48.20714	-3.01043
9.9597563282e-001	1.4168617360e+003	5.0864755452e-003	3.5073061567e-001	-48.160219	-48.19823	-3.01039
9.9634106055e-001	1.5579762814e+003	4.6247127098e-003	3.5073061567e-001	-48.146606	-48.15796	-3.01032
9.9667207473e-001	1.7132047319e+003	4.2063122507e-003	3.5073061567e-001	-48.156561	-48.18885	-3.01041

7.6787633238e-001	2.2920357430e+001	2.9421368706e-001	3.0792847325e-001	-54.417394	-47.21527	-3.00112
7.9212980084e-001	2.4440438902e+001	2.6640409208e-001	3.0792847325e-001	-41.286323	-44.35762	-3.02031
8.0983298276e-001	2.6296780266e+001	2.4570656168e-001	3.0792847325e-001	-40.632511	-41.02581	-2.96746
8.1895169374e-001	2.8604373346e+001	2.3075005863e-001	3.0792847325e-001	-43.990493	-44.26546	-3.00780
8.3079548059e-001	3.1016249609e+001	2.1526425280e-001	3.0792847325e-001	-49.523699	-46.28346	-3.00273
8.4742107226e-001	3.3448514473e+001	1.9568296662e-001	3.0792847325e-001	-42.723404	-43.14409	-3.02171
8.5908987501e-001	3.6293610840e+001	1.8011348865e-001	3.0792847325e-001	-42.247122	-44.25904	-3.00715
8.6880091863e-001	3.9476731924e+001	1.6737855796e-001	3.0792847325e-001	-46.781755	-45.15641	-3.01061
8.7848203023e-001	4.2945856327e+001	1.5529205470e-001	3.0792847325e-001	-47.717201	-45.73857	-2.98588
8.8817574257e-001	4.6724851144e+001	1.4243743701e-001	3.0792847325e-001	-47.681491	-45.83958	-3.00583
8.9759221812e-001	5.0858136218e+001	1.3084375461e-001	3.0792847325e-001	-47.085261	-45.52403	-2.99014
9.0666689816e-001	5.5384016037e+001	1.1915323424e-001	3.0792847325e-001	-45.929034	-44.87822	-3.01080
9.1515899021e-001	6.0357096440e+001	1.0845972580e-001	3.0792847325e-001	-42.850533	-44.08097	-3.00873
9.2245728138e-001	6.5867519938e+001	9.9385510730e-002	3.0792847325e-001	-43.173464	-43.34296	-3.01587
9.2860688026e-001	7.1974451333e+001	9.1295802372e-002	3.0792847325e-001	-44.958302	-44.31295	-3.01026
9.3414466701e-001	7.8702550449e+001	8.4046903544e-002	3.0792847325e-001	-45.847765	-45.00982	-3.00744
9.4055125738e-001	8.5983112484e+001	7.6085777535e-002	3.0792847325e-001	-43.313415	-43.44230	-3.00967
9.4566074003e-001	9.4070392531e+001	6.9549153776e-002	3.0792847325e-001	-43.348685	-43.46017	-3.00780
9.4989158995e-001	1.0301653973e+002	6.4013607010e-002	3.0792847325e-001	-45.164908	-44.61676	-3.00797
9.5441686376e-001	1.1278090662e+002	5.8297381342e-002	3.0792847325e-001	-43.865531	-43.97890	-3.01307
9.5834889463e-001	1.2354999288e+002	5.3202161204e-002	3.0792847325e-001	-44.730190	-44.32711	-3.01968
9.6197613494e-001	1.3539254695e+002	4.8598176034e-002	3.0792847325e-001	-44.726299	-44.35226	-3.01050
9.6542826244e-001	1.4839925916e+002	4.4201768574e-002	3.0792847325e-001	-43.551567	-44.05086	-3.00977
9.6832102797e-001	1.6275152378e+002	4.0500880061e-002	3.0792847325e-001	-44.790747	-44.45058	-3.00383
9.7132107181e-001	1.7847373039e+002	3.6720262169e-002	3.0792847325e-001	-43.592312	-43.66145	-3.00419
9.7375877757e-001	1.9582963358e+002	3.3539466511e-002	3.0792847325e-001	-44.401611	-44.15963	-3.01611
9.7604188394e-001	2.1490871500e+002	3.0622217653e-002	3.0792847325e-001	-44.555030	-44.31566	-3.00919
9.7821755357e-001	2.3587380632e+002	2.7843873628e-002	3.0792847325e-001	-44.330579	-44.13062	-3.01511
9.8012738104e-001	2.5895561379e+002	2.5412220456e-002	3.0792847325e-001	-44.454752	-44.25719	-3.00619
9.8194332362e-001	2.8432438979e+002	2.3087643301e-002	3.0792847325e-001	-43.795285	-44.05444	-3.01003
9.8355527637e-001	3.1224425033e+002	2.1032222098e-002	3.0792847325e-001	-43.831484	-44.06409	-3.01130
9.8500292599e-001	3.4296388265e+002	1.9172855956e-002	3.0792847325e-001	-44.343903	-44.20029	-3.00961
9.8636246162e-001	3.7674028076e+002	1.7440123432e-002	3.0792847325e-001	-43.988156	-44.02286	-3.01116
9.8760179732e-001	4.1389426275e+002	1.5857139661e-002	3.0792847325e-001	-43.890544	-43.92131	-3.01014
9.8869240081e-001	4.5478147622e+002	1.4456426245e-002	3.0792847325e-001	-44.280459	-44.17285	-3.00979
9.8971959546e-001	4.9974042223e+002	1.3143663274e-002	3.0792847325e-001	-44.183214	-44.08845	-3.01258
9.9064922405e-001	5.4919861054e+002	1.1957292887e-002	3.0792847325e-001	-43.970587	-43.99419	-3.01016
9.9148822057e-001	6.0360726704e+002	1.0882586349e-002	3.0792847325e-001	-44.165644	-44.08687	-3.01220
9.9225548176e-001	6.6345458073e+002	9.9028723103e-003	3.0792847325e-001	-44.162252	-44.09111	-3.01035
9.9295839221e-001	7.2928341688e+002	9.0057985919e-003	3.0792847325e-001	-43.983729	-44.00155	-3.01075
9.9359577056e-001	8.0169715049e+002	8.1910722755e-003	3.0792847325e-001	-43.969584	-43.98607	-3.01071
9.9417342091e-001	8.8135446932e+002	7.4517742140e-003	3.0792847325e-001	-43.989601	-44.00418	-3.01070
9.9469938806e-001	9.6897727912e+002	6.7787351811e-003	3.0792847325e-001	-44.006446	-44.02067	-3.01066
9.9517968786e-001	1.0653605878e+003	6.1647600425e-003	3.0792847325e-001	-43.996036	-44.00901	-3.01061
9.9561432051e-001	1.1713850584e+003	5.6076964546e-003	3.0792847325e-001	-44.107216	-44.06748	-3.01132
9.9601232675e-001	1.2880086706e+003	5.0995018391e-003	3.0792847325e-001	-43.991167	-44.04732	-3.01060
9.9637388448e-001	1.4162954149e+003	4.6372755397e-003	3.0792847325e-001	-43.986240	-44.03876	-3.01054
9.9670253521e-001	1.5574112493e+003	4.2168231535e-003	3.0792847325e-001	-44.005674	-44.01469	-3.01032

7.7826294247e-001	2.7363502536e+001	2.7978404807e-001	3.9194967623e-001	-47.948959	-49.29352	-3.00979
7.8675165115e-001	2.9775088449e+001	2.6592278798e-001	3.9194967623e-001	-54.912121	-54.68828	-3.01397
8.0089014724e-001	3.2174400058e+001	2.4793234032e-001	3.9194967623e-001	-54.788495	-54.15510	-3.00427
8.1997811732e-001	3.4567966390e+001	2.2565445202e-001	3.9194967623e-001	-51.333418	-51.65982	-3.01294
8.3136922328e-001	3.7503762140e+001	2.1044967949e-001	3.9194967623e-001	-53.774801	-53.79755	-3.01326
8.4367821131e-001	4.0652254023e+001	1.9494375727e-001	3.9194967623e-001	-54.005170	-53.81622	-3.01004
8.5525893939e-001	4.4111977459e+001	1.8063737297e-001	3.9194967623e-001	-54.494731	-54.03502	-2.98649
8.7074733599e-001	4.7660070432e+001	1.6223556297e-001	3.9194967623e-001	-50.286034	-50.71402	-3.01023
8.7750618815e-001	5.2022273933e+001	1.5288343060e-001	3.9194967623e-001	-54.222424	-53.88202	-2.99020
8.8793987806e-001	5.6552087893e+001	1.3984603379e-001	3.9194967623e-001	-53.617402	-53.55053	-3.01011
8.9770145608e-001	6.1530856451e+001	1.2780177542e-001	3.9194967623e-001	-52.942699	-53.11778	-3.01200
9.0706709949e-001	6.6985092291e+001	1.1646784482e-001	3.9194967623e-001	-51.551624	-51.70754	-3.01143
9.1382561652e-001	7.3138648668e+001	1.0767958786e-001	3.9194967623e-001	-53.035296	-53.12544	-3.01009
9.2212269761e-001	7.9728617430e+001	9.7602908458e-002	3.9194967623e-001	-51.354804	-51.51148	-3.01032
9.2844705236e-001	8.7104078099e+001	8.9600101383e-002	3.9194967623e-001	-51.727501	-51.83454	-3.01032
9.3451396997e-001	9.5192452841e+001	8.2001433698e-002	3.9194967623e-001	-51.768088	-51.86400	-3.01032
9.3938561133e-001	1.0416866464e+002	7.5715876547e-002	3.9194967623e-001	-53.131655	-53.13565	-3.00845
9.4500071900e-001	1.1390467438e+002	6.8816023051e-002	3.9194967623e-001	-52.210020	-52.25919	-3.01017
9.4950533877e-001	1.2470071971e+002	6.3084190445e-002	3.9194967623e-001	-52.870481	-52.92317	-3.01133
9.5388219978e-001	1.3654138745e+002	5.7634401519e-002	3.9194967623e-001	-52.868269	-52.91113	-3.01018
9.5801003420e-001	1.4954836986e+002	5.2495465454e-002	3.9194967623e-001	-52.628149	-52.71042	-3.01097
9.6155458235e-001	1.6389680389e+002	4.8054694079e-002	3.9194967623e-001	-54.307567	-52.92134	-3.01089
9.6521861177e-001	1.7960210566e+002	4.3548352999e-002	3.9194967623e-001	-52.066652	-52.10690	-3.01077
9.6809845164e-001	1.9697461997e+002	3.9877866348e-002	3.9194967623e-001	-52.670782	-52.72128	-3.01086
9.7087785211e-001	2.1605179952e+002	3.6402255990e-002	3.9194967623e-001	-52.767935	-52.79782	-3.00942
9.7349910608e-001	2.3701706178e+002	3.3130928994e-002	3.9194967623e-001	-52.630420	-52.67484	-3.01075
9.7582499167e-001	2.6009734298e+002	3.0227348104e-002	3.9194967623e-001	-52.708660	-52.73770	-3.00621
9.7801491888e-001	2.8546643912e+002	2.7491265935e-002	3.9194967623e-001	-52.561474	-52.60380	-3.01066
9.7997320613e-001	3.1338558852e+002	2.5046059786e-002	3.9194967623e-001	-52.561977	-52.59962	-3.01024
9.8173928095e-001	3.4410401466e+002	2.2831579276e-002	3.9194967623e-001	-52.649088	-52.67462	-3.00975
9.8340852118e-001	3.7787192475e+002	2.0754443719e-002	3.9194967623e-001	-52.406245	-52.41820	-3.01026
