Data set for transition bands 0.5%..25%, using the "Nuttall" window
-------------------------------------------------------------------

Precise "fo", "hl" and "pwr" values for the specified "transition band" and
"attenuation" values. This data set can be used directly, or used for
obtaining equations (e.g. via the "Eureqa" application).

fo - "-3 dB" frequency offset multiplier
hl - length of half-band filter in samples (taps)
tb - transition band in percent * 0.01
pwr - power factor used in the generateBandPow() function
atten - resulting attenuation at 0.5 normalized frequency
req_atten - atten at modeling time (not important), used for check
atten_3db - resulting attenuation at -3 dB point.

fo	hl	tb	pwr	atten	req_atten	atten_3db
7.7466244131e-001	2.2719573148e+001	2.8896163846e-001	3.0268564909e-001	-42.097021	-41.64384	-3.00414
7.8948619857e-001	2.4522277951e+001	2.6967814971e-001	3.0268564909e-001	-42.968438	-44.06322	-3.01290
8.0787128748e-001	2.6360634832e+001	2.4815584652e-001	3.0268564909e-001	-40.568343	-41.03859	-3.00199
8.1972743203e-001	2.8577303973e+001	2.3103933701e-001	3.0268564909e-001	-42.693182	-43.64683	-3.01469
8.3321271572e-001	3.0926268303e+001	2.1369642688e-001	3.0268564909e-001	-43.278624	-42.76884	-3.00556
8.4645363038e-001	3.3486743966e+001	1.9718034317e-001	3.0268564909e-001	-42.309653	-42.72041	-3.01770
8.5790120770e-001	3.6343897549e+001	1.8210142154e-001	3.0268564909e-001	-43.327819	-43.48366	-3.01470
8.6892492898e-001	3.9471097924e+001	1.6788419074e-001	3.0268564909e-001	-43.998893	-43.31280	-3.00810
8.7991781106e-001	4.2875780649e+001	1.5434485097e-001	3.0268564909e-001	-42.940328	-42.76752	-2.99914
8.8999871915e-001	4.6629145041e+001	1.4117092273e-001	3.0268564909e-001	-42.307186	-42.39001	-3.00850
8.9872192840e-001	5.0794206589e+001	1.3013067627e-001	3.0268564909e-001	-42.777675	-42.72045	-3.00271
9.0680480678e-001	5.5375593129e+001	1.1946670676e-001	3.0268564909e-001	-43.400821	-43.08643	-3.00889
9.1464652775e-001	6.0390913598e+001	1.0945550577e-001	3.0268564909e-001	-43.023904	-43.11210	-3.01210
9.2195409857e-001	6.5903469021e+001	1.0019536918e-001	3.0268564909e-001	-42.622569	-42.74355	-3.01334
9.2837494890e-001	7.1992432357e+001	9.1849736440e-002	3.0268564909e-001	-43.357605	-43.07186	-3.00970
9.3462571765e-001	7.8662042348e+001	8.3879011643e-002	3.0268564909e-001	-42.685533	-42.72109	-3.00947
9.4018699161e-001	8.6016425755e+001	7.6734719450e-002	3.0268564909e-001	-42.695766	-42.77475	-3.01029
9.4532770369e-001	9.4103533271e+001	7.0142395057e-002	3.0268564909e-001	-42.708905	-42.77777	-3.01016
9.4999332513e-001	1.0300550765e+002	6.4145349472e-002	3.0268564909e-001	-42.958176	-42.90786	-3.00956
9.5432764130e-001	1.1279145079e+002	5.8591282791e-002	3.0268564909e-001	-42.906490	-42.95060	-3.01085
9.5829746046e-001	1.2355662411e+002	5.3500254515e-002	3.0268564909e-001	-43.048899	-42.96027	-3.01065
9.6194870928e-001	1.3539640707e+002	4.8809648076e-002	3.0268564909e-001	-43.006965	-42.94284	-3.00998
9.6529525580e-001	1.4841970688e+002	4.4519943532e-002	3.0268564909e-001	-42.926433	-42.94743	-3.01071
9.6836377692e-001	1.6274433903e+002	4.0596764191e-002	3.0268564909e-001	-42.868723	-42.87185	-3.00925
9.7116655946e-001	1.7850212552e+002	3.7001262021e-002	3.0268564909e-001	-42.810345	-42.83778	-3.00971
9.7369737181e-001	1.9584198348e+002	3.3743195023e-002	3.0268564909e-001	-42.984873	-42.93433	-3.01088
9.7603697807e-001	2.1490979520e+002	3.0742145265e-002	3.0268564909e-001	-42.907560	-42.89909	-3.01010
9.7816402198e-001	2.3588671489e+002	2.8013279396e-002	3.0268564909e-001	-42.964976	-42.92673	-3.01078
9.8011264368e-001	2.5895950755e+002	2.5516613634e-002	3.0268564909e-001	-42.912002	-42.90409	-3.00967
9.8188673853e-001	2.8434077511e+002	2.3237492653e-002	3.0268564909e-001	-42.917110	-42.92006	-3.01048
9.8350625033e-001	3.1225981516e+002	2.1160014692e-002	3.0268564909e-001	-42.919587	-42.91820	-3.01033
9.8498411325e-001	3.4297043311e+002	1.9264162572e-002	3.0268564909e-001	-42.909365	-42.90431	-3.01021
9.8633009261e-001	3.7675264448e+002	1.7537544353e-002	3.0268564909e-001	-42.905808	-42.91176	-3.01039
9.8755851817e-001	4.1391240141e+002	1.5961614358e-002	3.0268564909e-001	-42.891267	-42.89735	-3.01031
9.8867657810e-001	4.5478875451e+002	1.4527248070e-002	3.0268564909e-001	-42.899920	-42.90010	-3.01026
9.8969450235e-001	4.9975309285e+002	1.3221256364e-002	3.0268564909e-001	-42.921244	-42.91117	-3.01042
9.9062289277e-001	5.4921320853e+002	1.2030114158e-002	3.0268564909e-001	-42.902688	-42.90593	-3.01034
9.9146792963e-001	6.0361962019e+002	1.0946136093e-002	3.0268564909e-001	-42.915570	-42.90926	-3.01036
9.9223759043e-001	6.6346654367e+002	9.9586281976e-003	3.0268564909e-001	-42.912895	-42.90811	-3.01028
9.9293845663e-001	7.2929805897e+002	9.0595737999e-003	3.0268564909e-001	-42.902701	-42.90538	-3.01037
9.9357637075e-001	8.0171280382e+002	8.2411983270e-003	3.0268564909e-001	-42.901454	-42.90360	-3.01038
9.9415686352e-001	8.8136914802e+002	7.4964192935e-003	3.0268564909e-001	-42.903142	-42.90508	-3.01037
9.9468521680e-001	9.6899108412e+002	6.8185482602e-003	3.0268564909e-001	-42.904122	-42.90607	-3.01036
9.9516605691e-001	1.0653751802e+003	6.2016594614e-003	3.0268564909e-001	-42.903755	-42.90508	-3.01039
9.9560354142e-001	1.1713977406e+003	5.6404054137e-003	3.0268564909e-001	-42.907767	-42.90625	-3.01033
9.9600162758e-001	1.2880225065e+003	5.1296708512e-003	3.0268564909e-001	-42.908094	-42.90648	-3.01031
9.9636382933e-001	1.4163097080e+003	4.6649760536e-003	3.0268564909e-001	-42.904911	-42.90623	-3.01037
9.9669328962e-001	1.5574256963e+003	4.2422863830e-003	3.0268564909e-001	-42.904190	-42.90499	-3.01039

7.7950862267e-001	2.7319774767e+001	2.7892986030e-001	3.7769251111e-001	-47.007858	-48.06320	-3.01040
7.9080243450e-001	2.9622569403e+001	2.6270338467e-001	3.7769251111e-001	-51.307678	-50.91886	-3.01181
8.0939144343e-001	3.1836462084e+001	2.4032099045e-001	3.7769251111e-001	-48.732294	-48.49224	-3.00980
8.2211596232e-001	3.4478075234e+001	2.2393190363e-001	3.7769251111e-001	-49.515642	-49.74497	-3.01142
8.3495023007e-001	3.7342912760e+001	2.0752893156e-001	3.7769251111e-001	-50.412485	-50.17345	-3.01090
8.4836799465e-001	4.0427528120e+001	1.9081160750e-001	3.7769251111e-001	-49.840429	-49.48293	-3.00979
8.6097247226e-001	4.3819244252e+001	1.7538295129e-001	3.7769251111e-001	-49.069018	-48.98718	-3.01011
8.7213719773e-001	4.7584118038e+001	1.6116072134e-001	3.7769251111e-001	-48.597665	-48.90267	-3.01025
8.8220331125e-001	5.1745291268e+001	1.4854454415e-001	3.7769251111e-001	-48.991648	-49.06997	-3.01034
8.9128109411e-001	5.6340086601e+001	1.3685561608e-001	3.7769251111e-001	-49.671547	-49.48573	-3.01005
8.9999732317e-001	6.1373893020e+001	1.2585074389e-001	3.7769251111e-001	-49.783634	-49.75303	-3.01045
9.0849903533e-001	6.6879513362e+001	1.1524124362e-001	3.7769251111e-001	-49.362626	-49.44913	-3.01057
9.1596413435e-001	7.2967890558e+001	1.0576986257e-001	3.7769251111e-001	-49.685391	-49.63230	-3.01020
9.2327421048e-001	7.9629179444e+001	9.6640888047e-002	3.7769251111e-001	-49.203804	-49.29759	-3.01031
9.2964643531e-001	8.6991700810e+001	8.8583819666e-002	3.7769251111e-001	-49.400927	-49.45463	-3.01035
9.3563246841e-001	9.5078655369e+001	8.1048473706e-002	3.7769251111e-001	-49.405144	-49.45218	-3.01034
9.4113251291e-001	1.0397530993e+002	7.4123282716e-002	3.7769251111e-001	-49.564176	-49.46004	-3.01032
9.4613691971e-001	1.1376788808e+002	6.7808608591e-002	3.7769251111e-001	-49.578927	-49.59232	-3.01027
9.5081073000e-001	1.2452951505e+002	6.1934393358e-002	3.7769251111e-001	-49.567069	-49.53602	-3.01019
9.5508777382e-001	1.3636903601e+002	5.6545386224e-002	3.7769251111e-001	-49.554743	-49.52216	-3.01027
9.5899058222e-001	1.4939545974e+002	5.1629624669e-002	3.7769251111e-001	-49.562538	-49.56419	-3.01032
9.6261559873e-001	1.6371615318e+002	4.7079095432e-002	3.7769251111e-001	-49.449411	-49.46531	-3.01036
9.6589167112e-001	1.7947695407e+002	4.2950835263e-002	3.7769251111e-001	-49.466964	-49.48288	-3.01035
9.6887826850e-001	1.9681608186e+002	3.9183961288e-002	3.7769251111e-001	-49.544200	-49.53680	-3.01028
9.7163746992e-001	2.1588289208e+002	3.5711684922e-002	3.7769251111e-001	-49.519462	-49.50153	-3.01031
9.7414091632e-001	2.3686090370e+002	3.2558133808e-002	3.7769251111e-001	-49.537884	-49.53346	-3.01029
